Order ID,Order Date,Year,Month,Region,City,Category,Product,Salesperson,Customer Segment,Units Sold,Unit Price,Discount %,Cost Ratio
1041,2024-01-12,2024,Jan,East,Bhubaneswar,Apparel,T-Shirt,Sneha Kulkarni,Consumer,11,775.45,0.05,0.6057206122046008
1042,2024-01-12,2024,Jan,North,Chandigarh,Apparel,Shoes,Arjun Kapoor,Corporate,11,3353.97,0.15,0.6162299736428815
1043,2024-01-12,2024,Jan,North,Delhi,Apparel,T-Shirt,Neha Joshi,Corporate,1,768.67,0.1,0.61913742233596
1044,2024-01-12,2024,Jan,West,Pune,Electronics,Smartwatch,Neha Joshi,Consumer,5,5726.63,0.1,0.550338255643726
1045,2024-01-13,2024,Jan,West,Pune,Electronics,Headphones,Neha Joshi,Corporate,11,2587.0,0.2,0.7300093670194183
1046,2024-01-13,2024,Jan,West,Ahmedabad,Home Appliances,Air Purifier,Karan Malhotra,Small Business,5,12065.29,0,0.6340892667545817
1047,2024-01-13,2024,Jan,East,Patna,Furniture,Bookshelf,Neha Joshi,Corporate,7,4521.57,0,0.6107749898536707
1048,2024-01-14,2024,Jan,East,Patna,Apparel,Jacket,Divya Reddy,Corporate,11,2137.01,0.1,0.7087470798212004
1049,2024-01-14,2024,Jan,South,Hyderabad,Electronics,Headphones,Arjun Kapoor,Small Business,11,2529.82,0,0.7136846929073328
1050,2024-01-14,2024,Jan,South,Hyderabad,Apparel,T-Shirt,Sneha Kulkarni,Consumer,1,763.7,0.1,0.672254794612136
1051,2024-01-15,2024,Jan,East,Bhubaneswar,Furniture,Bookshelf,Karan Malhotra,Corporate,7,4384.79,0.2,0.6875244826161039
1052,2024-01-15,2024,Jan,North,Chandigarh,Furniture,Office Chair,Arjun Kapoor,Corporate,1,7040.18,0,0.6412923650940345
1053,2024-01-16,2024,Jan,West,Pune,Home Appliances,Vacuum Cleaner,Divya Reddy,Consumer,12,9843.42,0.1,0.6018383096930039
1054,2024-01-16,2024,Jan,South,Hyderabad,Apparel,Shoes,Divya Reddy,Small Business,4,3127.87,0,0.6927089725222113
1055,2024-01-16,2024,Jan,South,Chennai,Apparel,Jacket,Arjun Kapoor,Consumer,3,2123.18,0.1,0.6887899624598105
1056,2024-01-16,2024,Jan,South,Bengaluru,Home Appliances,Air Purifier,Ananya Iyer,Small Business,8,11898.93,0,0.7165782338680975
1057,2024-01-16,2024,Jan,East,Patna,Electronics,Smartwatch,Divya Reddy,Consumer,6,5879.17,0.1,0.7206895901138209
1058,2024-01-17,2024,Jan,South,Chennai,Furniture,Study Table,Karan Malhotra,Corporate,1,8899.97,0.2,0.6858283770056699
1059,2024-01-17,2024,Jan,East,Patna,Furniture,Study Table,Rohan Mehta,Small Business,9,8574.27,0.1,0.6683785551255822
1060,2024-01-17,2024,Jan,North,Delhi,Home Appliances,Mixer Grinder,Divya Reddy,Consumer,1,3416.05,0.05,0.5923320568422963
1061,2024-01-17,2024,Jan,West,Pune,Home Appliances,Air Purifier,Karan Malhotra,Corporate,2,11964.37,0.2,0.6578838095845068
1062,2024-01-17,2024,Jan,West,Mumbai,Electronics,Smartphone,Aarav Shah,Consumer,4,18610.61,0.15,0.5804764691569582
1063,2024-01-18,2024,Jan,East,Patna,Electronics,Laptop,Divya Reddy,Small Business,5,56467.94,0,0.6711785385120623
1064,2024-01-18,2024,Jan,North,Delhi,Apparel,T-Shirt,Neha Joshi,Consumer,5,806.06,0.1,0.6293308883033255
1065,2024-01-18,2024,Jan,South,Bengaluru,Furniture,Office Chair,Vikram Rao,Small Business,10,7213.87,0.15,0.7065270692722039
1066,2024-01-19,2024,Jan,East,Patna,Apparel,T-Shirt,Arjun Kapoor,Small Business,6,761.01,0.1,0.7144661836180116
1067,2024-01-19,2024,Jan,North,Chandigarh,Apparel,Shoes,Divya Reddy,Small Business,3,3179.36,0.2,0.654349349387696
1068,2024-01-19,2024,Jan,West,Ahmedabad,Home Appliances,Air Purifier,Karan Malhotra,Small Business,10,11722.07,0,0.7161462037781207
1069,2024-01-19,2024,Jan,North,Chandigarh,Home Appliances,Mixer Grinder,Divya Reddy,Small Business,10,3558.87,0.05,0.555739999554018
1070,2024-01-20,2024,Jan,South,Chennai,Furniture,Study Table,Vikram Rao,Corporate,5,9342.29,0.2,0.726021469051046
1071,2024-01-20,2024,Jan,North,Lucknow,Furniture,Office Chair,Sneha Kulkarni,Small Business,7,6992.0,0,0.6881218678893046
1072,2024-01-20,2024,Jan,East,Bhubaneswar,Electronics,Smartphone,Vikram Rao,Consumer,7,18345.22,0.05,0.6827920043193632
1073,2024-01-20,2024,Jan,West,Pune,Apparel,Jacket,Arjun Kapoor,Corporate,6,2244.63,0.05,0.6113245982697662
1074,2024-01-21,2024,Jan,North,Lucknow,Furniture,Study Table,Priya Nair,Small Business,9,9405.79,0.2,0.5870299684875324
1075,2024-01-21,2024,Jan,South,Hyderabad,Home Appliances,Air Purifier,Neha Joshi,Small Business,10,11739.6,0,0.7165256726654136
1076,2024-01-21,2024,Jan,West,Mumbai,Apparel,T-Shirt,Vikram Rao,Consumer,12,802.73,0.05,0.5591031401966438
1077,2024-01-22,2024,Jan,West,Ahmedabad,Furniture,Bookshelf,Divya Reddy,Consumer,1,4533.33,0.1,0.6457428417212796
1078,2024-01-22,2024,Jan,West,Mumbai,Electronics,Headphones,Divya Reddy,Consumer,2,2475.18,0,0.6654042312941636
1079,2024-01-23,2024,Jan,South,Bengaluru,Apparel,T-Shirt,Sneha Kulkarni,Consumer,9,821.16,0.15,0.669225369082005
1080,2024-01-23,2024,Jan,South,Hyderabad,Home Appliances,Air Purifier,Divya Reddy,Corporate,10,12588.04,0.05,0.6637258941248466
1081,2024-01-24,2024,Jan,North,Delhi,Furniture,Study Table,Priya Nair,Consumer,4,8706.43,0,0.5813065230886276
1082,2024-01-24,2024,Jan,East,Bhubaneswar,Home Appliances,Air Purifier,Aarav Shah,Consumer,5,12248.35,0.2,0.7219213462681044
1083,2024-01-25,2024,Jan,South,Chennai,Furniture,Study Table,Priya Nair,Small Business,4,9132.87,0.05,0.715326231930012
1084,2024-01-25,2024,Jan,North,Delhi,Furniture,Study Table,Neha Joshi,Small Business,10,9379.07,0.1,0.5748707316349417
1085,2024-01-26,2024,Jan,East,Bhubaneswar,Home Appliances,Air Purifier,Priya Nair,Small Business,1,12467.31,0.2,0.61446431667166
1086,2024-01-26,2024,Jan,West,Mumbai,Electronics,Laptop,Neha Joshi,Small Business,1,57747.65,0.2,0.7142842490516768
1087,2024-01-26,2024,Jan,North,Delhi,Home Appliances,Vacuum Cleaner,Divya Reddy,Corporate,3,9972.1,0.1,0.6769569438908174
1088,2024-01-26,2024,Jan,East,Kolkata,Home Appliances,Air Purifier,Karan Malhotra,Corporate,6,12204.16,0,0.6159607327157931
1089,2024-01-27,2024,Jan,West,Ahmedabad,Home Appliances,Vacuum Cleaner,Aarav Shah,Corporate,2,9323.79,0.05,0.5731843202861916
1090,2024-01-27,2024,Jan,East,Patna,Electronics,Smartwatch,Karan Malhotra,Consumer,4,6011.06,0.15,0.7012886308111148
1091,2024-01-27,2024,Jan,East,Kolkata,Furniture,Study Table,Arjun Kapoor,Consumer,5,8944.3,0.2,0.6469423593899997
1092,2024-01-27,2024,Jan,North,Lucknow,Furniture,Bookshelf,Rohan Mehta,Corporate,9,4281.15,0.1,0.5686418402563046
1093,2024-01-27,2024,Jan,North,Chandigarh,Electronics,Laptop,Divya Reddy,Small Business,5,55048.8,0.05,0.6330980685870706
1094,2024-01-28,2024,Jan,East,Kolkata,Home Appliances,Vacuum Cleaner,Rohan Mehta,Corporate,4,9900.77,0.15,0.6992585090984795
1095,2024-01-28,2024,Jan,South,Bengaluru,Apparel,Jacket,Ananya Iyer,Small Business,5,2270.52,0.05,0.6952101965227065
1096,2024-01-28,2024,Jan,East,Kolkata,Home Appliances,Vacuum Cleaner,Divya Reddy,Corporate,6,9549.32,0.15,0.6254420108427772
1097,2024-01-28,2024,Jan,West,Mumbai,Furniture,Bookshelf,Karan Malhotra,Consumer,7,4294.64,0.2,0.6445952500480829
1098,2024-01-28,2024,Jan,East,Bhubaneswar,Furniture,Study Table,Aarav Shah,Consumer,9,9418.82,0.05,0.723940062672443
1099,2024-01-29,2024,Jan,North,Lucknow,Home Appliances,Mixer Grinder,Rohan Mehta,Corporate,11,3664.48,0,0.6438981201969464
1100,2024-01-29,2024,Jan,West,Pune,Home Appliances,Vacuum Cleaner,Priya Nair,Corporate,11,9841.38,0.1,0.7408279185245352
1101,2024-01-29,2024,Jan,East,Patna,Electronics,Smartphone,Sneha Kulkarni,Small Business,11,18757.67,0,0.6993532733475853
1102,2024-01-29,2024,Jan,East,Kolkata,Electronics,Smartwatch,Rohan Mehta,Small Business,5,6242.05,0,0.6148749333562604
1103,2024-01-29,2024,Jan,North,Chandigarh,Apparel,Jacket,Karan Malhotra,Consumer,4,2206.86,0.15,0.6863600742705457
1104,2024-01-30,2024,Jan,South,Bengaluru,Electronics,Smartwatch,Neha Joshi,Small Business,4,5998.6,0.15,0.5786235440257019
1105,2024-01-30,2024,Jan,East,Patna,Apparel,Jacket,Vikram Rao,Small Business,1,2287.76,0.1,0.7302418847197766
1106,2024-01-30,2024,Jan,South,Bengaluru,Home Appliances,Air Purifier,Neha Joshi,Corporate,11,12554.43,0.2,0.6000196448815402
1107,2024-01-31,2024,Jan,South,Chennai,Home Appliances,Mixer Grinder,Sneha Kulkarni,Corporate,10,3450.64,0.05,0.7485384087253795
1108,2024-01-31,2024,Jan,West,Mumbai,Home Appliances,Air Purifier,Aarav Shah,Small Business,11,12333.97,0,0.7321233907437421
1109,2024-01-31,2024,Jan,East,Bhubaneswar,Furniture,Bookshelf,Ananya Iyer,Consumer,11,4360.56,0.05,0.6855528917246719
1110,2024-01-31,2024,Jan,South,Hyderabad,Electronics,Smartphone,Vikram Rao,Corporate,1,18143.23,0.2,0.5762823612840972
1111,2024-02-01,2024,Feb,West,Ahmedabad,Home Appliances,Mixer Grinder,Sneha Kulkarni,Consumer,9,3631.76,0.05,0.656170474740557
1112,2024-02-01,2024,Feb,West,Mumbai,Apparel,Jacket,Vikram Rao,Small Business,6,2266.93,0.1,0.7425786585737755
1113,2024-02-01,2024,Feb,South,Bengaluru,Home Appliances,Vacuum Cleaner,Ananya Iyer,Consumer,7,9038.22,0.15,0.5747177473526985
1114,2024-02-01,2024,Feb,West,Ahmedabad,Apparel,Shoes,Karan Malhotra,Small Business,6,3074.67,0,0.6442953735962877
1115,2024-02-02,2024,Feb,South,Hyderabad,Electronics,Smartwatch,Vikram Rao,Small Business,7,5770.01,0,0.7392523065763892
1116,2024-02-02,2024,Feb,West,Pune,Electronics,Smartphone,Sneha Kulkarni,Small Business,3,17799.56,0.05,0.6840972437700342
1117,2024-02-02,2024,Feb,East,Patna,Furniture,Study Table,Priya Nair,Corporate,10,8917.3,0.05,0.5565432573710094
1118,2024-02-02,2024,Feb,West,Mumbai,Home Appliances,Air Purifier,Sneha Kulkarni,Corporate,2,12577.11,0.05,0.658893172296429
1119,2024-02-03,2024,Feb,North,Chandigarh,Apparel,T-Shirt,Priya Nair,Corporate,2,813.02,0.2,0.6778985837059408
1120,2024-02-03,2024,Feb,North,Delhi,Apparel,T-Shirt,Rohan Mehta,Small Business,4,765.49,0.15,0.5914314740693317
1121,2024-02-03,2024,Feb,South,Bengaluru,Apparel,T-Shirt,Neha Joshi,Consumer,5,828.67,0,0.7475054608732344
1122,2024-02-03,2024,Feb,West,Mumbai,Electronics,Smartphone,Rohan Mehta,Consumer,6,18521.97,0,0.6677705844100885
1123,2024-02-04,2024,Feb,South,Chennai,Electronics,Laptop,Karan Malhotra,Small Business,2,56351.16,0.1,0.6396550428539769
1124,2024-02-04,2024,Feb,West,Ahmedabad,Electronics,Smartwatch,Arjun Kapoor,Consumer,10,5726.02,0.2,0.6542902429426168
1125,2024-02-05,2024,Feb,North,Delhi,Home Appliances,Air Purifier,Karan Malhotra,Small Business,2,11988.32,0.1,0.5646981431532901
1126,2024-02-05,2024,Feb,North,Chandigarh,Furniture,Office Chair,Rohan Mehta,Corporate,10,7093.15,0.15,0.6924305592852614
1127,2024-02-05,2024,Feb,East,Patna,Apparel,Jacket,Arjun Kapoor,Small Business,7,2111.82,0.2,0.572882814486016
1128,2024-02-05,2024,Feb,South,Chennai,Home Appliances,Mixer Grinder,Karan Malhotra,Corporate,8,3464.56,0.2,0.5690171678551262
1129,2024-02-05,2024,Feb,East,Bhubaneswar,Apparel,Jacket,Rohan Mehta,Small Business,8,2104.77,0,0.5686460203407355
1130,2024-02-06,2024,Feb,West,Mumbai,Electronics,Headphones,Priya Nair,Corporate,6,2593.4,0.1,0.723618429773813
1131,2024-02-06,2024,Feb,North,Chandigarh,Apparel,Jacket,Priya Nair,Small Business,9,2136.8,0.2,0.6464378792408777
1132,2024-02-07,2024,Feb,West,Ahmedabad,Apparel,T-Shirt,Vikram Rao,Small Business,4,824.58,0.15,0.7449093204251416
1133,2024-02-07,2024,Feb,North,Lucknow,Apparel,T-Shirt,Rohan Mehta,Corporate,12,820.99,0.05,0.6202046841473964
1134,2024-02-08,2024,Feb,South,Hyderabad,Home Appliances,Mixer Grinder,Rohan Mehta,Small Business,11,3665.13,0,0.6992223524011414
1135,2024-02-08,2024,Feb,South,Chennai,Home Appliances,Air Purifier,Ananya Iyer,Consumer,6,11773.96,0.05,0.7053671239933482
1136,2024-02-08,2024,Feb,North,Delhi,Furniture,Office Chair,Neha Joshi,Consumer,11,6707.11,0.1,0.6823877385616522
1137,2024-02-09,2024,Feb,East,Bhubaneswar,Apparel,T-Shirt,Arjun Kapoor,Consumer,6,794.39,0.05,0.6856435785867069
1138,2024-02-09,2024,Feb,East,Patna,Apparel,T-Shirt,Sneha Kulkarni,Corporate,10,764.38,0,0.6102838724036874
1139,2024-02-09,2024,Feb,South,Bengaluru,Apparel,Jacket,Ananya Iyer,Consumer,1,2199.42,0.1,0.5851389603751684
1140,2024-02-09,2024,Feb,East,Patna,Furniture,Bookshelf,Arjun Kapoor,Small Business,6,4307.43,0.2,0.5584604523125584
1141,2024-02-09,2024,Feb,North,Chandigarh,Electronics,Headphones,Neha Joshi,Corporate,10,2476.11,0.2,0.6335387919686961
1142,2024-02-10,2024,Feb,East,Kolkata,Apparel,T-Shirt,Neha Joshi,Corporate,12,833.58,0,0.6373423559136456
1143,2024-02-10,2024,Feb,North,Delhi,Home Appliances,Vacuum Cleaner,Karan Malhotra,Small Business,2,9400.98,0.05,0.6991609652929206
1144,2024-02-11,2024,Feb,West,Mumbai,Electronics,Smartphone,Arjun Kapoor,Small Business,4,18730.66,0.05,0.6202199469914721
1145,2024-02-11,2024,Feb,South,Bengaluru,Electronics,Laptop,Vikram Rao,Consumer,3,55563.19,0.2,0.5650706547158154
1146,2024-02-11,2024,Feb,East,Bhubaneswar,Home Appliances,Vacuum Cleaner,Neha Joshi,Small Business,11,9962.21,0.05,0.7228493749662832
1147,2024-02-12,2024,Feb,South,Chennai,Electronics,Smartwatch,Divya Reddy,Small Business,5,6177.8,0.15,0.5612344240426157
1148,2024-02-12,2024,Feb,North,Chandigarh,Home Appliances,Air Purifier,Aarav Shah,Consumer,6,12398.04,0,0.6789332939151675
1149,2024-02-12,2024,Feb,North,Lucknow,Home Appliances,Air Purifier,Neha Joshi,Small Business,12,12475.05,0.1,0.7318099913147329
1150,2024-02-12,2024,Feb,South,Chennai,Home Appliances,Vacuum Cleaner,Rohan Mehta,Consumer,8,9123.33,0.05,0.7464771162186794
1151,2024-02-13,2024,Feb,South,Bengaluru,Furniture,Bookshelf,Divya Reddy,Corporate,9,4510.24,0,0.6227795919371426
1152,2024-02-13,2024,Feb,West,Pune,Home Appliances,Air Purifier,Neha Joshi,Consumer,11,12176.77,0,0.6159381510235458
1153,2024-02-14,2024,Feb,West,Pune,Furniture,Study Table,Priya Nair,Small Business,11,8677.29,0.05,0.6120463475103625
1154,2024-02-14,2024,Feb,East,Kolkata,Electronics,Headphones,Arjun Kapoor,Corporate,11,2572.92,0,0.6840232799989445
1155,2024-02-14,2024,Feb,North,Lucknow,Home Appliances,Vacuum Cleaner,Ananya Iyer,Consumer,6,9318.42,0,0.6183464690263096
1156,2024-02-14,2024,Feb,East,Kolkata,Furniture,Office Chair,Rohan Mehta,Consumer,5,7241.1,0,0.6515379425449292
1157,2024-02-14,2024,Feb,North,Lucknow,Apparel,Shoes,Rohan Mehta,Small Business,7,3089.36,0,0.7162690113378252
1158,2024-02-15,2024,Feb,East,Kolkata,Home Appliances,Air Purifier,Sneha Kulkarni,Corporate,10,11741.91,0.2,0.7067600718869685
1159,2024-02-15,2024,Feb,South,Hyderabad,Furniture,Study Table,Divya Reddy,Consumer,6,9160.48,0.15,0.7468879587063155
1160,2024-02-15,2024,Feb,East,Bhubaneswar,Home Appliances,Vacuum Cleaner,Arjun Kapoor,Corporate,3,9801.05,0.15,0.5776797069206863
1161,2024-02-16,2024,Feb,North,Lucknow,Home Appliances,Air Purifier,Arjun Kapoor,Consumer,12,12415.07,0,0.6070126028118658
1162,2024-02-16,2024,Feb,South,Chennai,Home Appliances,Vacuum Cleaner,Rohan Mehta,Corporate,2,9924.09,0,0.7133406511711001
1163,2024-02-16,2024,Feb,West,Mumbai,Home Appliances,Mixer Grinder,Karan Malhotra,Small Business,6,3407.52,0,0.6249825346835536
1164,2024-02-16,2024,Feb,North,Chandigarh,Electronics,Headphones,Rohan Mehta,Consumer,1,2446.72,0.1,0.6892143977151968
1165,2024-02-17,2024,Feb,East,Bhubaneswar,Electronics,Smartphone,Aarav Shah,Corporate,4,18602.93,0.15,0.7380451898682636
1166,2024-02-17,2024,Feb,East,Kolkata,Apparel,T-Shirt,Vikram Rao,Consumer,1,779.08,0.2,0.7087798217278877
1167,2024-02-17,2024,Feb,East,Kolkata,Electronics,Smartwatch,Neha Joshi,Small Business,1,6079.17,0.15,0.5983876268841987
1168,2024-02-18,2024,Feb,West,Pune,Electronics,Headphones,Sneha Kulkarni,Small Business,7,2421.83,0.2,0.5671227909974524
1169,2024-02-18,2024,Feb,West,Mumbai,Electronics,Smartwatch,Divya Reddy,Consumer,11,5932.13,0.05,0.6007300522138426
1170,2024-02-18,2024,Feb,North,Chandigarh,Electronics,Headphones,Sneha Kulkarni,Small Business,11,2532.06,0.15,0.6970373969624623
1171,2024-02-19,2024,Feb,South,Bengaluru,Apparel,Shoes,Ananya Iyer,Small Business,3,3305.72,0.2,0.6429245799494075
1172,2024-02-19,2024,Feb,East,Patna,Furniture,Office Chair,Priya Nair,Small Business,8,6675.89,0,0.5587612551318246
1173,2024-02-19,2024,Feb,South,Bengaluru,Apparel,Jacket,Arjun Kapoor,Corporate,9,2194.15,0,0.700658183763773
1174,2024-02-19,2024,Feb,South,Chennai,Apparel,T-Shirt,Ananya Iyer,Corporate,2,823.95,0.1,0.7278973034024563
1175,2024-02-20,2024,Feb,East,Bhubaneswar,Furniture,Study Table,Divya Reddy,Corporate,9,8790.05,0,0.6954162648685271
1176,2024-02-20,2024,Feb,North,Chandigarh,Furniture,Bookshelf,Vikram Rao,Corporate,2,4311.03,0.2,0.6091279898680685
1177,2024-02-20,2024,Feb,East,Patna,Home Appliances,Mixer Grinder,Divya Reddy,Corporate,8,3339.82,0.05,0.6729702964397528
1178,2024-02-20,2024,Feb,East,Bhubaneswar,Electronics,Smartphone,Karan Malhotra,Corporate,9,18541.97,0.2,0.5819973453175864
1179,2024-02-20,2024,Feb,North,Delhi,Home Appliances,Mixer Grinder,Rohan Mehta,Consumer,4,3597.48,0.05,0.6224301165086842
1180,2024-02-21,2024,Feb,South,Hyderabad,Home Appliances,Air Purifier,Ananya Iyer,Corporate,2,12088.71,0.15,0.6233899897307665
1181,2024-02-21,2024,Feb,West,Ahmedabad,Apparel,T-Shirt,Priya Nair,Consumer,12,774.88,0.15,0.6273974760078527
1182,2024-02-22,2024,Feb,West,Pune,Home Appliances,Mixer Grinder,Neha Joshi,Corporate,12,3645.77,0.1,0.5900356681982241
1183,2024-02-22,2024,Feb,South,Bengaluru,Home Appliances,Mixer Grinder,Divya Reddy,Consumer,11,3663.65,0.05,0.6835679580977936
1184,2024-02-23,2024,Feb,West,Pune,Furniture,Bookshelf,Rohan Mehta,Corporate,9,4375.91,0,0.7084131347222282
1185,2024-02-23,2024,Feb,South,Chennai,Electronics,Headphones,Arjun Kapoor,Small Business,6,2491.85,0.15,0.5759542459427541
1186,2024-02-24,2024,Feb,North,Chandigarh,Home Appliances,Vacuum Cleaner,Divya Reddy,Small Business,7,9755.71,0.15,0.5647501425822479
1187,2024-02-24,2024,Feb,West,Ahmedabad,Electronics,Smartwatch,Divya Reddy,Small Business,9,5906.71,0.15,0.6779587858733326
1188,2024-02-25,2024,Feb,South,Chennai,Electronics,Smartphone,Arjun Kapoor,Consumer,5,17396.38,0.05,0.7369475673278155
1189,2024-02-25,2024,Feb,South,Chennai,Apparel,T-Shirt,Vikram Rao,Consumer,11,836.51,0.05,0.5750340590253806
1190,2024-02-25,2024,Feb,West,Ahmedabad,Electronics,Laptop,Neha Joshi,Small Business,3,53191.6,0.15,0.6941265536874546
1191,2024-02-26,2024,Feb,North,Delhi,Electronics,Smartphone,Neha Joshi,Corporate,11,17479.46,0.15,0.6333173567326492
1192,2024-02-26,2024,Feb,North,Chandigarh,Apparel,Shoes,Vikram Rao,Corporate,4,3297.5,0.2,0.6312185053489117
1193,2024-02-26,2024,Feb,East,Kolkata,Electronics,Laptop,Divya Reddy,Corporate,8,54804.43,0.05,0.6713320525641273
1194,2024-02-26,2024,Feb,West,Ahmedabad,Apparel,Shoes,Ananya Iyer,Corporate,3,3283.41,0.15,0.6623302431496738
1195,2024-02-27,2024,Feb,South,Chennai,Electronics,Headphones,Divya Reddy,Consumer,3,2399.2,0.05,0.7390769785406438
1196,2024-02-27,2024,Feb,East,Kolkata,Furniture,Study Table,Neha Joshi,Small Business,6,8720.85,0,0.6496531084119818
